	genome_id	genome_name	accession	annotation	feature_type	gene_id	start	end	strand	na_length	gene	product	ec	refseq_locus_tag
2289	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_25	PROKKA	CDS	1280pt26024_01145	15410	14706	-	704	yydK	putative HTH-type transcriptional regulator YydK		1280pt26024_01145
2291	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_25	PROKKA	CDS	1280pt26024_01146	15557	16348	+	791	ptsG_3	PTS system glucose-specific EIICBA component	2.7.1.199	1280pt26024_01146
2293	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_25	PROKKA	CDS	1280pt26024_01147	16364	17800	+	1436	bglA	Aryl-phospho-beta-D-glucosidase BglA	3.2.1.86	1280pt26024_01147
2295	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_25	PROKKA	CDS	1280pt26024_01148	19056	18295	-	761	COQ5	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	2.1.1.163	1280pt26024_01148
2297	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_25	PROKKA	CDS	1280pt26024_01149	20221	19307	-	914	rbsK	Ribokinase	2.7.1.15	1280pt26024_01149
2299	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_25	PROKKA	CDS	1280pt26024_01150	20653	20249	-	404	rbsD	D-ribose pyranase	5.4.99.62	1280pt26024_01150
2301	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_25	PROKKA	CDS	1280pt26024_01151	21549	20668	-	881	glcU_2	putative glucose uptake protein GlcU		1280pt26024_01151
2303	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_25	PROKKA	CDS	1280pt26024_01152	22779	21781	-	998	degA	HTH-type transcriptional regulator DegA		1280pt26024_01152
2305	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_25	PROKKA	CDS	1280pt26024_01153	23159	23551	+	392		hypothetical protein		1280pt26024_01153
2307	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_25	PROKKA	CDS	1280pt26024_01154	25056	23680	-	1376	norB_4	Quinolone resistance protein NorB		1280pt26024_01154
2309	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_25	PROKKA	CDS	1280pt26024_01155	25290	26282	+	992	yxeI	putative protein YxeI		1280pt26024_01155
2311	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_25	PROKKA	CDS	1280pt26024_01156	26608	27558	+	950	lytM	Glycyl-glycine endopeptidase LytM	3.4.24.75	1280pt26024_01156
2313	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_25	PROKKA	CDS	1280pt26024_01157	28269	27610	-	659	lnrL_2	Linearmycin resistance ATP-binding protein LnrL	3.6.3.-	1280pt26024_01157
2315	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_25	PROKKA	CDS	1280pt26024_01158	29203	28283	-	920		hypothetical protein		1280pt26024_01158
2317	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_25	PROKKA	CDS	1280pt26024_01159	30366	29200	-	1166		hypothetical protein		1280pt26024_01159
2319	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_25	PROKKA	CDS	1280pt26024_01160	31957	30434	-	1523		hypothetical protein		1280pt26024_01160
2321	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_25	PROKKA	CDS	1280pt26024_01161	33189	32287	-	902		hypothetical protein		1280pt26024_01161
2323	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01162	492	322	-	170		hypothetical protein		1280pt26024_01162
2325	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01163	1570	671	-	899	sdhA	L-serine dehydratase, alpha chain	4.3.1.17	1280pt26024_01163
2327	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01164	2264	1584	-	680		hypothetical protein		1280pt26024_01164
2329	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01165	3310	2267	-	1043		hypothetical protein		1280pt26024_01165
2331	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01166	3860	4063	+	203		hypothetical protein		1280pt26024_01166
2333	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01167	4259	5182	+	923	yicL	putative inner membrane transporter YicL		1280pt26024_01167
2335	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01168	6231	5263	-	968		hypothetical protein		1280pt26024_01168
2337	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01169	6708	6352	-	356		hypothetical protein		1280pt26024_01169
2339	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01170	7160	6750	-	410		hypothetical protein		1280pt26024_01170
2341	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01171	9663	7540	-	2123	glcB	PTS system glucoside-specific EIICBA component		1280pt26024_01171
2343	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01172	11645	9906	-	1739	ydaP	Putative thiamine pyrophosphate-containing protein YdaP		1280pt26024_01172
2345	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01173	12374	11685	-	689	cidB	Holin-like protein CidB		1280pt26024_01173
2347	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01174	12762	12367	-	395	cidA	Holin-like protein CidA		1280pt26024_01174
2349	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01175	13839	12976	-	863	cynR	HTH-type transcriptional regulator CynR		1280pt26024_01175
2351	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01176	14021	14239	+	218		hypothetical protein		1280pt26024_01176
2353	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01177	14627	15058	+	431		hypothetical protein		1280pt26024_01177
2355	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01178	16478	15198	-	1280	mvaA	3-hydroxy-3-methylglutaryl-coenzyme A reductase	1.1.1.88	1280pt26024_01178
2357	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01179	16733	17899	+	1166	mvaS	Hydroxymethylglutaryl-CoA synthase	2.3.3.10	1280pt26024_01179
2359	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01180	18591	18070	-	521	ogt	Methylated-DNA--protein-cysteine methyltransferase	2.1.1.63	1280pt26024_01180
2361	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01181	18954	21059	+	2105	clpL	ATP-dependent Clp protease ATP-binding subunit ClpL		1280pt26024_01181
2363	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01182	21299	21129	-	170		hypothetical protein		1280pt26024_01182
2365	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01183	23306	21312	-	1994	feoB	Fe(2+) transporter FeoB		1280pt26024_01183
2367	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01184	23545	23318	-	227		hypothetical protein		1280pt26024_01184
2369	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01185	26249	23760	-	2489	ydfJ	Membrane protein YdfJ		1280pt26024_01185
2371	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01186	26394	26942	+	548		hypothetical protein		1280pt26024_01186
2373	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01187	28842	27298	-	1544	rocA	1-pyrroline-5-carboxylate dehydrogenase	1.2.1.88	1280pt26024_01187
2375	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01188	29631	29032	-	599		Putative acetyltransferase	2.3.1.-	1280pt26024_01188
2377	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01189	29870	30061	+	191		hypothetical protein		1280pt26024_01189
2379	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_26	PROKKA	CDS	1280pt26024_01190	30301	32709	+	2408	copA	Copper-exporting P-type ATPase	7.2.2.8	1280pt26024_01190
2381	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01191	1226	135	-	1091		hypothetical protein		1280pt26024_01191
2383	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01192	2472	1492	-	980	czcD_2	Cadmium, cobalt and zinc/H(+)-K(+) antiporter		1280pt26024_01192
2385	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01193	2794	2474	-	320	czrA	HTH-type transcriptional repressor CzrA		1280pt26024_01193
2387	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01194	2946	3611	+	665	yhfK	putative sugar epimerase YhfK	4.-.-.-	1280pt26024_01194
2389	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01195	4047	4985	+	938	gmuF	putative mannose-6-phosphate isomerase GmuF	5.3.1.8	1280pt26024_01195
2391	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01196	5016	5246	+	230		hypothetical protein		1280pt26024_01196
2393	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01197	5919	7292	+	1373		hypothetical protein		1280pt26024_01197
2395	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01198	7742	8155	+	413		hypothetical protein		1280pt26024_01198
2397	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01199	8355	8798	+	443	dps	General stress protein 20U		1280pt26024_01199
2399	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01200	9629	8919	-	710	deoD1	Purine nucleoside phosphorylase DeoD-type 1	2.4.2.1	1280pt26024_01200
2401	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01201	9944	10606	+	662	deoC2	Deoxyribose-phosphate aldolase 2	4.1.2.4	1280pt26024_01201
2403	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01202	10634	11812	+	1178	deoB	Phosphopentomutase	5.4.2.7	1280pt26024_01202
2405	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01203	12758	11943	-	815	phnE_1	Phosphate-import permease protein PhnE		1280pt26024_01203
2407	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01204	13555	12755	-	800	phnE_2	Phosphate-import permease protein PhnE		1280pt26024_01204
2409	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01205	14330	13557	-	773	glnQ	Glutamine transport ATP-binding protein GlnQ		1280pt26024_01205
2411	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01206	15500	14544	-	956	phnD2	putative ABC transporter phosphonate/phosphite binding protein PhnD2		1280pt26024_01206
2413	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01207	15729	17273	+	1544		hypothetical protein		1280pt26024_01207
2415	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01208	17324	18859	+	1535	yfkN	Trifunctional nucleotide phosphoesterase protein YfkN		1280pt26024_01208
2417	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01209	19007	19783	+	776		hypothetical protein		1280pt26024_01209
2419	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01210	19789	20964	+	1175		hypothetical protein		1280pt26024_01210
2421	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01211	21350	23959	+	2609	adhE	Aldehyde-alcohol dehydrogenase		1280pt26024_01211
2423	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01212	24304	24972	+	668	cap8A_2	Capsular polysaccharide type 8 biosynthesis protein cap8A		1280pt26024_01212
2425	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01213	24988	25674	+	686	ywqD_2	Tyrosine-protein kinase YwqD	2.7.10.2	1280pt26024_01213
2427	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01214	25677	26441	+	764	ywqE_2	Tyrosine-protein phosphatase YwqE	3.1.3.48	1280pt26024_01214
2429	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01215	26461	28284	+	1823	pglF	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase	4.2.1.135	1280pt26024_01215
2431	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01216	28274	29302	+	1028	capD	UDP-glucose 4-epimerase	5.1.3.2	1280pt26024_01216
2433	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01217	29315	30424	+	1109	wbjC	UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase	1.1.1.367	1280pt26024_01217
2435	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_27	PROKKA	CDS	1280pt26024_01218	30428	31552	+	1124	wbpI	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase	5.1.3.23	1280pt26024_01218
2437	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01219	79	255	+	176	rpsU	30S ribosomal protein S21		1280pt26024_01219
2439	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01220	475	1182	+	707		hypothetical protein		1280pt26024_01220
2441	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01221	1200	2189	+	989		hypothetical protein		1280pt26024_01221
2443	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01222	2206	2904	+	698		hypothetical protein		1280pt26024_01222
2445	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01223	3207	4154	+	947		PhoH-like protein		1280pt26024_01223
2447	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01224	4155	4622	+	467	ybeY	Endoribonuclease YbeY	3.1.-.-	1280pt26024_01224
2449	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01225	4625	4969	+	344	dgkA	Undecaprenol kinase	2.7.1.66	1280pt26024_01225
2451	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01226	4980	5384	+	404	cdd	Cytidine deaminase	3.5.4.5	1280pt26024_01226
2453	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01227	5385	6284	+	899	era	GTPase Era		1280pt26024_01227
2455	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01228	6312	7058	+	746	recO	DNA repair protein RecO		1280pt26024_01228
2457	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01229	8600	7209	-	1391	glyQS	Glycine--tRNA ligase	6.1.1.14	1280pt26024_01229
2459	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01230	9019	9558	+	539	ccpN	Transcriptional repressor CcpN		1280pt26024_01230
2461	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01231	9569	10387	+	818	yqfL	Putative pyruvate, phosphate dikinase regulatory protein	2.7.11.32	1280pt26024_01231
2463	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01232	10448	12247	+	1799	dnaG	DNA primase	2.7.7.-	1280pt26024_01232
2465	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01233	12471	13577	+	1106	sigA	RNA polymerase sigma factor SigA		1280pt26024_01233
2467	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01234	13708	14385	+	677	trmK	tRNA (adenine(22)-N(1))-methyltransferase	2.1.1.217	1280pt26024_01234
2469	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01235	14388	15488	+	1100		GTP cyclohydrolase 1 type 2		1280pt26024_01235
2471	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01236	15602	16948	+	1346	cshB	DEAD-box ATP-dependent RNA helicase CshB	3.6.4.13	1280pt26024_01236
2473	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01237	16958	17848	+	890	nfo	putative endonuclease 4	3.1.21.2	1280pt26024_01237
2475	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01238	17974	18759	+	785	btuD_3	Vitamin B12 import ATP-binding protein BtuD	7.6.2.8	1280pt26024_01238
2477	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01239	18792	19664	+	872	znuB	High-affinity zinc uptake system membrane protein ZnuB		1280pt26024_01239
2479	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01240	19651	20061	+	410	zur	Zinc-specific metallo-regulatory protein		1280pt26024_01240
2481	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01241	20337	20936	+	599	sodA	Superoxide dismutase [Mn/Fe] 1	1.15.1.1	1280pt26024_01241
2483	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01242	21056	23131	+	2075	pbpH	Penicillin-binding protein H		1280pt26024_01242
2485	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01243	23244	23393	+	149	rpmG2	50S ribosomal protein L33 2		1280pt26024_01243
2487	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01244	23548	24141	+	593	yqgN	putative protein YqgN		1280pt26024_01244
2489	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01245	24153	25616	+	1463	gluP	Rhomboid protease GluP	3.4.21.105	1280pt26024_01245
2491	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01246	25797	26783	+	986	glcK	Glucokinase	2.7.1.2	1280pt26024_01246
2493	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01247	26783	27112	+	329		hypothetical protein		1280pt26024_01247
2495	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01248	27109	27732	+	623		putative metallo-hydrolase	3.-.-.-	1280pt26024_01248
2497	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01249	27784	28758	+	974	comGA	ComG operon protein 1		1280pt26024_01249
2499	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01250	28730	29800	+	1070		hypothetical protein		1280pt26024_01250
2501	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01251	29814	30125	+	311	comGC	ComG operon protein 3		1280pt26024_01251
2503	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01252	30115	30549	+	434		hypothetical protein		1280pt26024_01252
2505	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01253	30536	30835	+	299		hypothetical protein		1280pt26024_01253
2507	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_28	PROKKA	CDS	1280pt26024_01254	30876	31250	+	374		hypothetical protein		1280pt26024_01254
2509	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01255	193	1506	+	1313	murT	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT	6.3.5.13	1280pt26024_01255
2511	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01256	1508	2239	+	731	gatD_2	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD	6.3.5.13	1280pt26024_01256
2513	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01257	2464	2877	+	413		hypothetical protein		1280pt26024_01257
2515	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01258	4052	3066	-	986		hypothetical protein		1280pt26024_01258
2517	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01259	4752	5510	+	758	map_1	Methionine aminopeptidase	3.4.11.18	1280pt26024_01259
2519	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01260	5727	6113	+	386		hypothetical protein		1280pt26024_01260
2521	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01261	6128	6829	+	701		hypothetical protein		1280pt26024_01261
2523	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01262	6826	7869	+	1043	vraS	Sensor protein VraS	2.7.13.3	1280pt26024_01262
2525	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01263	7859	8488	+	629	vraR	Response regulator protein VraR		1280pt26024_01263
2527	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01264	9818	8601	-	1217		hypothetical protein		1280pt26024_01264
2529	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01265	10371	10096	-	275		hypothetical protein		1280pt26024_01265
2531	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01266	10842	10378	-	464	ptpA	Low molecular weight protein-tyrosine-phosphatase PtpA	3.1.3.48	1280pt26024_01266
2533	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01267	10983	11189	+	206		hypothetical protein		1280pt26024_01267
2535	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01268	11201	12448	+	1247	pepS	Aminopeptidase PepS	3.4.11.-	1280pt26024_01268
2537	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01269	12538	13068	+	530		hypothetical protein		1280pt26024_01269
2539	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01270	14473	13328	-	1145		hypothetical protein		1280pt26024_01270
2541	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01271	15564	14518	-	1046	xerC_3	Tyrosine recombinase XerC		1280pt26024_01271
2543	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01272	15676	15876	+	200		hypothetical protein		1280pt26024_01272
2545	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01273	16718	15813	-	905		hypothetical protein		1280pt26024_01273
2547	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01274	16884	16750	-	134		hypothetical protein		1280pt26024_01274
2549	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01275	17660	16935	-	725		hypothetical protein		1280pt26024_01275
2551	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01276	18363	17689	-	674		hypothetical protein		1280pt26024_01276
2553	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01277	18712	18380	-	332		hypothetical protein		1280pt26024_01277
2555	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01278	18975	19169	+	194		hypothetical protein		1280pt26024_01278
2557	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01279	19169	19933	+	764		hypothetical protein		1280pt26024_01279
2559	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01280	19950	20144	+	194		hypothetical protein		1280pt26024_01280
2561	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01281	20197	20373	+	176		hypothetical protein		1280pt26024_01281
2563	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01282	20578	20348	-	230		hypothetical protein		1280pt26024_01282
2565	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01283	20649	20870	+	221		hypothetical protein		1280pt26024_01283
2567	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_29	PROKKA	CDS	1280pt26024_01284	21121	21381	+	260		hypothetical protein		1280pt26024_01284
